customerId,recommendedProducts
13181,226|247|230|125|248|294|72|276|165|83
13198,226|247|230|125|248|294|72|276|165|83
13204,226|247|230|125|248|294|72|276|165|83
13218,226|247|230|125|248|294|72|276|165|83
13225,226|247|230|248|294|72|276|165|83|213
13249,226|247|230|125|248|294|72|276|165|83
13267,226|247|230|125|248|294|72|276|165|83
13282,226|247|230|125|248|294|72|276|165|83
13289,226|247|230|125|248|294|72|276|165|83
13291,226|247|230|125|248|294|72|276|165|83
13336,226|247|230|125|248|294|72|276|165|83
13373,226|247|230|125|248|294|72|276|165|83
13433,226|247|230|125|248|294|72|276|165|83
13487,226|247|230|125|248|294|72|276|165|83
13529,226|247|230|125|248|294|72|276|165|83
13569,226|247|230|125|248|294|72|276|165|83
13600,226|247|230|125|248|294|72|276|165|83
13647,226|247|230|125|248|294|72|276|165|83
13658,226|247|230|125|248|294|72|276|165|83
13680,226|247|230|125|248|294|72|276|165|83
13685,226|247|230|125|248|294|72|276|165|83
13702,226|247|230|125|248|294|72|276|165|83
13711,226|247|230|125|248|294|72|276|165|83
13764,226|247|230|125|248|294|72|276|165|83
13800,226|247|230|125|248|294|72|276|165|83
13821,226|247|230|125|248|294|72|276|165|83
13874,226|247|230|125|248|294|72|276|165|83
13895,226|247|230|125|248|294|72|276|165|83
13906,226|247|230|125|248|294|72|276|165|83
13943,226|247|230|125|248|294|72|276|165|83
13945,226|247|230|125|248|294|72|276|165|83
13962,226|247|230|125|248|294|72|276|165|83
13970,226|247|230|125|248|294|72|276|165|83
13980,226|247|230|125|248|294|72|276|165|83
13992,226|247|230|125|248|294|72|276|165|83
14010,226|247|230|125|248|294|72|276|165|83
14032,226|247|230|125|248|294|72|276|165|83
14082,226|247|230|125|248|294|72|276|165|83
14102,226|247|230|125|248|294|72|276|165|83
14109,226|247|230|125|248|294|72|276|165|83
14110,226|247|230|125|248|294|72|276|165|83
14116,226|247|230|125|248|294|72|276|165|83
14136,226|247|230|125|248|294|72|276|165|83
14147,226|247|230|125|248|294|72|276|165|83
14151,226|247|230|125|248|294|72|276|165|83
14162,226|247|230|125|248|294|72|276|165|83
14247,226|247|230|125|248|294|72|276|165|83
14294,226|247|230|125|248|294|72|276|165|83
14310,226|247|230|125|248|294|72|276|165|83
14428,226|247|230|125|248|294|72|276|165|83
14443,226|247|230|125|248|294|72|276|165|83
14483,226|247|230|125|248|294|72|276|165|83
14531,226|247|230|125|248|294|72|276|165|83
14544,226|247|230|125|248|294|72|276|165|83
14601,226|247|230|125|248|294|72|276|165|83
14605,226|247|230|125|248|294|72|276|165|83
14626,226|247|230|125|248|294|72|276|165|83
14669,226|247|230|125|248|294|72|276|165|83
14671,226|247|230|125|248|294|72|276|165|83
14673,226|247|230|125|248|294|72|276|165|83
14687,226|230|125|248|294|72|276|165|83|213
14697,226|247|230|125|248|294|72|276|165|83
14723,226|247|230|125|248|294|72|276|165|83
14741,226|247|230|125|248|294|72|276|165|83
14744,226|247|230|125|248|294|72|276|165|83
14748,226|247|230|125|248|294|72|276|165|83
14784,226|247|230|125|248|294|72|276|165|83
14815,226|247|230|125|248|294|72|276|165|83
14857,247|230|125|248|294|72|276|165|83|204
14865,226|247|230|125|248|294|72|276|165|83
14881,226|247|230|125|248|294|72|276|165|83
14888,226|247|230|125|248|294|72|276|165|83
14889,226|247|230|125|248|294|72|276|165|83
14902,226|247|230|125|248|294|72|165|83|213
14929,226|247|230|125|248|294|72|276|165|83
14934,226|247|230|125|248|294|72|276|165|83
14986,226|247|230|125|248|294|72|276|165|83
15008,226|247|230|125|248|294|72|276|165|83
15012,226|247|230|125|248|294|72|276|165|83
15014,226|247|230|125|248|294|72|276|165|83
15042,226|247|230|125|248|294|72|276|165|83
15062,226|247|230|125|248|294|72|276|165|83
15175,226|247|230|125|248|294|72|276|165|83
15192,226|247|230|125|248|294|72|276|165|213
15206,226|247|230|125|248|294|276|165|83|213
15208,226|247|230|125|248|294|72|276|165|83
15219,226|230|125|248|294|72|276|165|83|213
15223,226|247|230|125|248|294|72|276|165|83
15273,226|247|230|125|248|294|72|276|165|83
15287,226|247|230|125|248|294|72|276|165|83
15309,226|247|230|125|248|294|72|276|165|83
15348,226|247|230|125|248|294|72|276|165|83
15358,226|247|230|125|248|294|72|276|165|83
15398,226|247|230|125|248|294|72|276|165|83
15406,226|247|230|125|248|294|72|276|165|83
15427,226|247|230|125|248|294|72|276|165|83
15436,226|247|230|125|248|294|72|276|165|83
15567,226|247|230|125|248|294|72|276|165|83
15636,226|247|230|125|248|294|72|276|165|83
15713,226|247|230|125|248|294|72|276|165|83
15720,226|247|230|125|248|294|276|165|213|83
15786,226|247|230|125|248|294|72|276|165|83
15790,226|247|230|125|248|294|72|276|165|83
15810,226|247|230|125|248|294|72|276|165|74
15830,226|247|230|125|248|294|72|276|165|83
15831,226|247|230|125|248|294|72|276|165|83
15833,226|247|230|125|248|294|72|276|165|83
15851,226|247|230|125|248|294|72|276|165|213
15867,226|247|230|125|248|294|72|276|165|83
15913,226|247|230|125|248|294|72|276|165|83
16000,226|247|230|125|248|294|72|276|165|83
16004,226|247|230|125|248|294|72|276|165|83
16005,226|247|230|125|248|294|72|276|165|83
16020,226|247|230|125|248|294|72|276|165|83
16023,226|247|230|125|248|294|72|276|165|83
16038,226|247|230|125|248|294|72|276|165|83
16093,226|247|230|125|248|294|72|276|165|83
16104,226|247|230|125|248|294|72|276|165|83
16107,226|247|230|125|248|294|72|276|165|83
16129,226|247|230|125|248|294|72|276|165|83
16143,226|247|230|125|248|294|72|276|165|83
16281,226|247|230|125|248|294|72|276|165|83
16285,226|247|230|125|248|294|72|276|165|83
16304,226|247|230|125|248|294|72|276|165|83
16358,226|247|230|125|248|294|72|276|165|83
16359,226|247|230|125|248|294|72|276|165|83
16393,226|247|230|125|248|294|72|276|165|83
16409,226|247|230|125|248|294|72|276|165|83
16443,226|247|230|125|248|294|72|276|165|83
16450,226|247|230|125|248|294|72|276|165|83
16509,247|230|125|248|294|72|276|165|213|83
16545,226|247|230|125|248|294|72|276|165|83
16583,226|247|230|125|248|294|72|276|165|83
16605,226|247|230|125|248|294|72|276|165|83
16608,226|247|230|125|248|294|276|165|83|213
16616,226|247|230|125|248|294|72|276|165|83
16672,226|247|230|125|248|294|72|276|165|83
16721,226|247|230|125|248|294|72|276|165|83
16723,226|247|230|125|248|294|72|276|165|83
16755,226|247|230|125|248|294|72|276|165|83
16757,226|247|230|125|248|294|72|276|165|83
16819,226|247|230|125|248|294|72|276|165|83
16855,226|247|230|125|248|294|276|165|83|213
16879,226|247|230|125|248|294|72|276|165|83
16883,226|247|230|125|248|294|72|276|165|83
16937,226|247|230|125|248|294|72|276|165|83
16990,226|247|230|125|248|294|72|276|165|83
17006,226|247|230|125|248|294|72|276|165|83
17031,226|247|230|125|248|294|72|276|165|83
17049,226|247|230|125|248|294|72|276|165|83
17120,226|247|230|125|248|294|276|165|83|204
17123,226|247|230|125|248|294|72|276|165|83
17159,226|247|230|125|248|294|72|276|165|83
17210,226|247|230|125|248|294|72|276|165|83
17228,226|247|230|125|248|294|72|276|165|83
17248,226|247|230|125|248|294|72|276|165|83
17361,226|247|230|125|248|294|72|276|165|83
17367,226|247|230|125|248|294|72|276|165|83
17446,226|247|230|125|248|294|72|276|165|83
17472,226|247|230|125|248|294|72|276|165|83
17546,226|247|230|125|248|294|72|276|165|83
17547,226|247|230|125|248|294|72|276|165|83
17611,226|247|230|125|248|294|72|276|165|83
17711,226|247|230|125|248|294|72|276|165|83
17738,226|230|125|248|294|72|276|165|83|213
17808,226|247|230|125|248|294|72|276|165|83
17959,226|247|230|125|248|294|72|276|165|83
17988,226|247|230|125|248|294|72|276|165|83
17991,226|247|230|125|248|294|72|276|165|83
18000,226|247|230|125|248|294|72|276|165|83
18003,226|247|230|125|248|294|72|276|165|83
18032,226|247|230|125|248|294|72|276|165|83
18038,226|247|230|125|248|294|72|276|165|83
18051,226|247|230|125|248|294|72|276|165|83
18056,226|247|230|125|248|294|72|276|165|83
18129,226|247|230|125|248|294|72|276|165|83
18155,226|247|230|125|248|294|72|276|165|83
18165,247|230|125|248|294|72|276|165|83|74
18218,226|247|230|125|248|294|72|276|165|83
18237,226|247|230|125|248|72|276|165|83|213
18267,226|247|230|125|248|294|72|276|165|83
18268,226|247|230|125|248|294|72|276|165|83
18313,226|247|230|125|248|294|72|276|165|213
18353,226|247|230|125|248|294|72|276|165|83
18388,247|230|125|248|294|72|276|165|213|83
18401,226|247|230|125|248|294|72|276|165|83
18445,226|247|230|125|248|294|72|276|165|83
18458,226|247|230|125|248|294|72|276|165|204
18530,226|247|230|125|248|294|72|276|165|83
18573,247|230|125|248|294|72|276|165|83|204
18585,226|247|230|125|248|294|72|276|165|83
18586,226|247|230|125|248|294|72|276|165|83
18743,226|247|230|125|248|294|72|276|165|83
18978,226|247|230|125|248|294|72|276|165|83
18979,226|247|230|125|248|294|72|276|165|83
18983,226|247|230|125|248|72|276|165|83|213
19004,226|247|230|125|248|294|72|276|165|83
19026,226|247|230|125|248|294|72|276|165|83
19085,226|247|230|125|248|294|72|276|165|83
19091,226|247|230|125|248|294|72|276|165|83
19093,226|247|230|125|248|294|72|276|165|83
19123,226|247|230|125|248|294|72|276|165|204
19124,226|247|230|125|248|294|72|276|165|83
19141,226|247|230|125|248|294|72|276|165|83
19221,226|247|230|125|248|294|72|276|165|83
19254,226|247|230|125|248|294|72|276|165|83
19278,226|247|230|125|248|294|72|276|165|83
19298,226|247|230|125|248|294|72|276|165|83
19310,226|247|230|125|248|294|72|276|165|83
19340,226|247|230|125|248|294|72|276|165|83
19373,226|247|230|125|248|294|72|276|165|83
19390,226|247|230|125|248|294|72|276|165|83
19417,226|247|230|125|248|294|72|276|165|83
19541,226|247|230|125|248|294|72|276|165|83
19554,226|247|230|125|248|294|72|276|165|83
19603,226|247|230|125|248|294|72|276|165|83
19750,226|230|125|248|294|72|276|165|83|204
19762,226|247|230|125|248|294|72|276|165|83
19910,226|247|230|125|248|294|72|276|165|83
19919,226|247|230|125|248|294|72|276|165|83
19993,226|247|230|125|248|294|72|276|165|83
20027,226|247|230|125|248|294|72|276|165|83
20032,226|247|230|125|248|294|72|276|165|83
20061,226|247|230|125|248|294|72|276|165|83
20085,226|247|230|125|248|294|72|276|165|83
20125,226|247|230|125|248|294|72|276|165|83
20137,226|247|230|125|248|294|72|276|165|83
20179,226|247|230|125|248|294|72|276|165|83
20190,226|247|230|125|248|294|72|276|165|83
20208,226|247|230|125|248|294|72|276|165|83
20246,226|247|230|125|248|294|72|276|165|83
20382,226|247|230|125|248|294|72|276|165|83
20400,226|247|230|125|248|294|72|276|165|83
20539,226|247|230|125|248|294|72|276|165|83
20624,226|247|230|125|248|294|72|276|165|83
20645,226|247|230|125|248|294|72|276|165|83
20654,226|247|230|125|248|294|72|276|165|83
20724,226|247|230|125|248|294|72|276|165|83
20731,226|247|230|125|248|294|72|276|165|83
20785,226|247|230|125|248|294|72|276|165|83
20821,226|247|230|125|248|294|72|276|165|83
20836,226|247|230|125|248|294|72|276|165|83
20858,226|247|230|125|248|294|72|276|165|83
20883,226|247|230|125|248|294|72|276|165|83
20931,226|247|230|125|248|294|72|276|165|83
20961,226|247|230|125|248|294|72|276|165|83
20966,226|247|230|125|248|294|72|276|165|83
21038,226|247|230|125|248|294|72|276|165|83
21084,226|247|230|125|248|294|72|276|165|83
21120,226|247|230|125|248|294|72|276|165|83
21129,226|247|230|125|248|294|72|276|165|83
21219,226|247|230|125|248|294|72|276|165|83
21228,226|247|230|125|248|294|72|276|165|83
21259,226|247|230|125|248|294|72|276|165|83
21318,226|247|230|125|248|294|72|276|165|83
21345,226|247|230|125|248|294|72|276|165|83
21386,226|247|230|125|248|294|72|276|165|83
21615,226|230|125|248|294|72|276|83|213|204
21658,226|247|230|125|248|294|72|276|165|83
21743,226|247|230|125|248|294|72|276|165|83
21818,226|247|230|125|248|294|72|276|165|83
21847,226|247|230|125|248|294|72|276|165|83
21852,226|247|230|125|248|294|72|276|165|83
21902,226|247|230|125|248|294|72|276|165|83
21934,226|247|230|125|248|294|72|276|165|83
21941,226|247|230|125|248|294|72|276|165|83
21949,226|247|230|125|248|294|72|276|165|83
22069,226|247|230|125|248|294|72|276|165|83
22077,226|247|230|125|248|294|72|276|165|83
22126,226|247|230|125|248|294|72|276|165|83
22136,226|247|230|125|248|294|72|276|165|83
22172,226|247|230|125|248|294|72|276|165|83
22182,226|247|230|125|248|294|72|276|165|83
22253,226|247|230|125|248|294|72|276|165|204
22273,226|247|230|125|248|294|72|276|165|83
22303,226|247|230|125|248|294|72|276|165|83
22386,226|247|230|125|248|294|72|276|165|83
22428,226|247|230|125|248|294|72|276|165|83
22487,226|247|230|125|248|294|72|276|165|83
22536,226|247|230|125|248|294|72|276|165|83
22559,226|247|230|125|248|294|72|276|165|83
22564,226|247|230|125|248|294|72|276|165|204
22608,226|247|230|125|248|294|276|165|83|204
22687,226|247|230|125|248|294|72|276|165|83
22734,226|247|230|125|248|294|72|276|165|83
22801,226|247|230|125|248|294|72|276|165|83
22844,226|247|230|125|248|294|72|276|165|83
22872,226|247|230|125|248|294|72|276|165|83
22877,226|247|230|125|248|294|72|276|165|83
22882,226|247|230|125|248|294|72|276|165|213
22911,226|247|230|125|248|294|72|276|165|83
22930,226|247|230|125|248|294|72|276|165|83
23035,226|247|230|125|248|294|72|276|165|83
23038,226|247|230|125|248|294|72|276|165|83
23058,226|247|230|125|248|294|276|165|83|204
23067,226|247|230|125|248|294|72|276|165|213
23105,226|247|230|125|248|294|72|276|165|83
23162,226|247|230|125|248|294|72|276|165|83
23247,226|247|230|125|248|294|72|276|165|83
23277,226|247|230|125|248|294|72|276|165|83
23312,226|247|230|125|248|294|72|276|165|83
23318,226|247|230|125|248|294|72|276|165|83
23425,226|247|230|125|248|294|72|276|165|83
23486,226|247|230|125|248|294|72|276|165|83
23551,226|247|230|125|248|294|72|276|165|83
23646,226|247|230|125|248|294|72|276|165|83
23669,226|247|230|125|248|294|72|276|165|83
23691,226|247|230|125|248|294|72|276|165|83
23695,226|247|230|125|248|294|72|276|165|83
23734,226|247|230|125|248|294|72|276|165|83
23769,226|247|230|125|248|294|72|276|165|83
23803,226|247|230|125|248|294|72|276|165|83
24103,226|247|230|125|248|294|72|276|165|83
24147,226|247|230|125|248|294|72|276|165|83
24187,226|247|230|125|248|294|72|276|165|83
24210,226|247|230|125|248|294|72|276|165|83
24243,226|247|230|125|248|294|72|276|165|83
24300,226|247|230|125|248|294|72|276|165|83
24358,226|247|230|125|248|294|72|276|165|83
24405,226|247|230|125|248|294|72|276|165|83
24413,226|247|230|125|248|294|72|276|165|83
24428,226|247|230|125|248|294|72|276|165|83
24556,226|247|230|125|248|294|72|276|165|83
24610,226|247|230|125|248|294|72|276|165|83
24650,226|247|230|125|248|294|72|276|165|83
24751,226|230|125|294|248|72|276|165|83|213
24909,226|247|230|125|248|294|72|276|165|83
24976,226|247|230|125|248|294|276|72|165|83
25004,226|247|230|125|248|294|72|276|165|83
25122,226|247|230|125|248|294|72|276|165|83
25146,226|247|230|125|248|294|72|276|165|83
25155,226|247|230|125|248|294|72|276|165|83
25235,247|230|125|248|294|72|276|171|165|213
25294,226|247|230|125|248|294|72|276|165|83
25377,226|247|230|125|248|294|72|276|165|83
25426,226|247|230|125|248|294|72|276|165|83
25532,226|247|230|125|248|294|72|276|165|83
25644,226|247|230|125|248|294|72|276|165|83
25656,226|247|230|125|248|294|72|276|165|83
25739,226|247|230|125|248|294|72|276|165|83
25758,226|247|230|125|248|294|72|276|165|83
25800,226|247|230|125|248|294|72|276|165|83
26116,226|247|230|125|248|294|72|276|165|83
26123,226|247|230|125|248|294|72|276|165|83
26263,226|247|230|125|248|294|72|276|165|83
26306,226|247|230|125|248|294|72|276|165|83
26323,226|247|230|125|248|294|72|276|165|83
26396,226|247|230|125|248|294|72|276|165|83
26434,226|247|230|125|248|294|72|276|165|83
26545,226|247|230|125|248|294|72|276|165|83
26573,226|247|230|125|248|294|72|276|165|83
26590,226|247|230|125|248|294|72|276|165|83
26618,226|247|230|125|248|294|72|276|165|83
26646,226|247|230|125|248|294|72|276|165|83
26686,226|247|230|125|248|294|72|276|165|83
26760,226|247|230|125|248|294|72|276|165|213
26778,226|247|230|125|248|294|72|276|165|83
26978,226|247|230|125|248|294|72|276|165|83
27097,226|247|230|125|248|294|72|276|165|83
27107,226|247|230|125|248|294|72|276|165|83
27202,226|247|230|125|248|294|72|276|165|83
27237,226|247|230|125|248|294|72|276|165|83
27241,226|247|230|125|248|294|72|276|165|83
27325,226|247|230|125|248|294|276|165|83|74
27372,226|247|230|125|248|294|72|276|165|83
27386,226|247|230|125|248|294|72|276|83|165
27459,226|247|230|125|248|294|72|276|165|83
27506,226|247|230|125|248|294|72|276|165|83
27547,226|247|230|125|248|294|72|276|165|213
27551,226|247|230|125|248|294|72|276|165|83
27585,226|247|230|125|248|294|72|276|165|83
27601,226|247|230|125|248|294|72|276|165|83
27647,226|247|230|125|248|294|72|276|165|83
27677,226|247|230|125|248|294|72|276|165|83
27771,226|247|230|125|248|294|72|276|165|83
27773,226|247|230|125|248|294|72|276|165|83
27803,226|247|230|125|248|294|72|276|165|83
27872,226|247|230|125|248|294|72|276|165|83
27925,226|247|230|125|248|294|72|276|165|83
28015,226|247|230|125|248|294|72|276|165|83
28034,226|247|230|125|248|294|72|276|165|83
28042,226|247|230|125|248|294|72|276|165|83
28099,226|247|230|125|248|294|72|276|165|83
28168,226|247|230|125|248|294|72|276|165|83
28210,226|247|230|125|248|294|72|276|165|83
28253,226|247|230|125|248|294|72|276|165|83
28398,226|247|230|125|248|294|72|276|165|83
28462,226|247|230|125|248|294|72|276|165|83
28481,226|247|230|125|248|294|72|276|165|83
28577,226|247|230|125|248|294|72|276|165|83
