,customerId,products
12243,7141,"283,140,5"
12244,1003,165
12245,3052,"287,263,263,263,162"
12246,4606,"165,165,144,144,19"
12247,5106,"146,192,192,63"
12248,3063,"48,48,48"
12249,7177,"26,90,97,97,78,78,71,71"
12250,7181,"138,241,241"
12251,1042,"149,8,8,78,95,88,88,88"
12252,5141,96
12253,3102,"3,3"
12254,10761,"153,139,63"
12255,10762,"3,117"
12256,3130,"120,86,265,116,153,120,56,86,116,86"
12257,1084,"16,226,234,287,287,287"
12258,5181,134
12259,1088,134
12260,10765,"139,71,68,63,63,117,12,12,12"
12261,10766,8
12262,7264,"38,38"
12263,1212,"238,246,246,88"
12264,7287,274
12265,10773,"90,164,164,5"
12266,9339,232
12267,10776,"7,16,45,45,26"
12268,5275,"127,127,127"
12269,10779,"220,46,128"
12270,1222,279
12271,1188,"187,187,20,20"
12272,5304,"79,201,131,43,43,125,125,125"
12273,1213,61
12274,3263,8
12275,10748,274
12276,9414,"2,89,61,77"
12277,1223,"180,180,43,43,9,9,37,37,80,80"
12278,7370,"3,3"
12279,10787,"164,164,257"
12280,3280,4
12281,5335,"184,184,279"
12282,7376,"138,254,254,254,74"
12283,10784,"43,65"
12284,1256,"287,287,150"
12285,7412,13
12286,1269,"36,36"
12287,7417,"2,2"
12288,555,"221,143"
12289,1283,"116,48"
12290,9483,"13,110"
12291,1306,"7,7"
12292,9500,"165,125,47,5,106"
12293,5411,"220,3,3,57"
12294,5414,"3,45,110"
12295,9525,"17,17"
12296,1348,153
12297,10807,"95,95,48,43"
12298,3403,"7,7,7,43,238"
12299,569,"57,98,261,2"
12300,1369,"153,153,2,2"
12301,1396,106
12302,7547,"81,218,218"
12303,1405,"135,135,116,149,149,149"
12304,1412,"200,40"
12305,3468,"4,4,115,260,90"
12306,9614,52
12307,1433,"20,225"
12308,6725,"20,20"
12309,9633,"27,88,88,88"
12310,1442,"100,144"
12311,1454,"110,83"
12312,1460,"107,180,20"
12313,586,"252,22"
12314,587,"212,146"
12315,1472,"47,47,47,165,165,165"
12316,5578,65
12317,1485,"220,234"
12318,10831,"7,7,7"
12319,1499,88
12320,10834,151
12321,1531,71
12322,1143,144
12323,3602,"295,295,295,23,88,88,88"
12324,5671,"53,53,56,279,279"
12325,5672,"3,3"
12326,1577,"63,63,189,251,1,1,1"
12327,10846,"241,167"
12328,1587,"116,116,122,122"
12329,1602,"189,3"
12330,1620,226
12331,1627,"269,130"
12332,6875,"228,63,71"
12333,5746,89
12334,5749,3
12335,3714,"56,13,266,80,246,39"
12336,1667,"20,20,20"
12337,10860,246
12338,1677,"2,152,152"
12339,9884,22
12340,5796,"20,280,45,280,18,50,45,39,9,95"
12341,5817,"93,196,124"
12342,3701,39
12343,1740,"225,36,68,278,204,12,12"
12344,5854,97
12345,1769,155
12346,1783,"219,27"
12347,1792,"276,6,235,96,146"
12348,10699,"97,36,105,62,274"
12349,3847,"115,92,92"
12350,9997,"138,138,3"
12351,5905,"274,226"
12352,1812,14
12353,1816,"13,81,287"
12354,1833,"143,22"
12355,1836,"135,135,182"
12356,10035,"3,3,144,144,95"
12357,7136,"20,20"
12358,1859,"47,88,88,225,196"
12359,10894,"18,53,138"
12360,1874,"107,92,92"
12361,655,16
12362,1881,"282,207,51,32"
12363,5983,"290,290,290,267"
12364,10897,"9,9,37,37,194,194,22"
12365,5989,"217,23"
12366,1895,"165,165,47,47,180"
12367,1901,"41,83,83,131,7"
12368,10109,"47,47,88,88,88,129,165,165,165"
12369,7148,"9,107,107,37"
12370,8069,"129,117,129,63,163,129,139,163,139,195"
12371,6025,"295,7,214"
12372,6467,"206,93"
12373,1362,"20,20,20"
12374,8112,"59,59,221,221,50"
12375,4020,"77,38,38,38"
12376,1976,"133,133,133,100"
12377,1982,50
12378,1993,"114,114"
12379,4045,"220,182"
12380,4048,"184,13,134"
12381,2002,"60,56,82"
12382,4705,"95,8,8,8,35,35,35"
12383,10210,"160,163"
12384,6115,"66,66,18"
12385,2033,"153,153"
12386,8873,97
12387,2037,114
12388,2039,"2,16,80"
12389,10241,270
12390,4098,173
12391,6,150
12392,11,"154,3,3,62,95,95"
12393,2061,"215,215,215"
12394,8212,"10,296,296,283"
12395,4117,"195,45,80,49,39,9,20"
12396,2072,"187,187,135,135"
12397,2075,"47,180,193"
12398,2079,150
12399,2080,3
12400,2086,"154,3,234"
12401,41,228
12402,3080,"275,90,173,258"
12403,49,"193,235"
12404,2099,"37,195,92"
12405,4151,3
12406,821,"10,138,56"
12407,2109,"171,171,26,20"
12408,11458,"12,21,121"
12409,8258,"106,65,2,266,64,212,202,95,217,160"
12410,4168,"135,149"
12411,2123,"298,228"
12412,11051,"81,81,192,212"
12413,84,"88,88,88,200,16,16"
12414,4111,"20,252"
12415,3002,"25,87,42,42"
12416,91,78
12417,93,99
12418,2145,76
12419,2150,"200,16,16,100"
12420,8295,"219,219"
12421,8296,"98,2,2,2"
12422,11052,"158,26,5,5,5,192,65"
12423,6142,20
12424,109,138
12425,115,"79,153,299"
12426,2165,"138,83,83,83"
12427,6266,"103,10"
12428,10364,194
12429,10263,"229,121,124,232,47"
12430,6280,179
12431,139,"140,140,140,19,94,94,94"
12432,142,"98,265,265,37,65"
12433,149,"145,47"
12434,2200,"281,281,88,298"
12435,159,"279,206,25"
12436,2208,"69,42,42"
12437,177,52
12438,182,62
12439,10955,144
12440,2240,"9,9,9,46"
12441,8386,"161,169,8,8"
12442,11418,223
12443,200,"13,43,165,47,47"
12444,2256,"96,78,78"
12445,3109,"136,25,74,74,74,3,7,7,91,91"
12446,219,"45,45,39,39,180,110,37,37"
12447,6372,7
12448,232,22
12449,6377,"47,47"
12450,1064,136
12451,239,"74,29,41,41,89,89"
12452,253,"77,77,41,176,3,48"
12453,8449,193
12454,11308,"3,3,284,207,275,8,162"
12455,8462,"56,56,56,2"
12456,2323,"269,16,81,146,146,211,8,102,266"
12457,2324,"142,229,22"
12458,4376,"297,297,180,22,45"
12459,281,"106,9,229,102,38,38,38,147,20"
12460,10526,"147,1,100"
12461,11331,"5,5"
12462,4393,"26,35,35,35"
12463,300,2
12464,2349,"261,181"
12465,1075,168
12466,304,"108,206,16,166,166,166,150"
12467,6450,154
12468,317,"171,171"
12469,6465,"166,173,166,215,159,78,215,21,139,68"
12470,7224,"149,149,149,171,19,19,19"
12471,344,"274,197,296"
12472,11060,283
12473,362,77
12474,1940,79
12475,6512,"10,10,250"
12476,11327,"43,102"
12477,2795,"261,218,85"
12478,2878,119
12479,8586,"171,142,142,182,182"
12480,4494,3
12481,8597,281
12482,412,"125,125,92,92"
12483,413,234
12484,1094,"220,220,10"
12485,421,"81,81,174,125"
12486,2472,"38,38,38,184,35,9,35,80,66,22"
12487,4044,26
12488,11404,"20,20,68,63,78,116,116,116,197,22"
12489,438,274
12490,4535,17
12491,4540,"9,80,80,49"
12492,2493,27
12493,452,"274,265,110,142,206,66,259,275"
12494,10999,"212,212,150"
12495,2504,"78,13"
12496,6605,"116,2,3"
12497,11342,"10,283,283,206"
12498,11001,"48,3"
12499,11405,"58,46"
12500,474,157
12501,484,"146,269"
12502,2533,"258,8"
12503,4587,"5,5"
12504,6910,"258,46,77,61,232,77,177,46,177,46"
12505,11420,"181,180,237,281"
12506,500,"157,157,92,18,193"
12507,6647,42
12508,836,45
12509,8700,232
12510,8708,275
12511,517,"29,29"
12512,518,"13,49,9,3,136"
12513,9020,46
12514,11407,"197,10,10,79,218"
12515,10768,"206,206,1,1,1"
12516,8726,"93,228"
12517,1178,"88,88,88,41"
12518,11013,93
12519,541,"86,86,86,20"
12520,4187,"173,30,30,30"
12521,548,"124,206,81"
12522,3020,"119,119,119"
12523,2609,7
12524,562,"280,50,9,9"
12525,10810,"219,24,210,12"
12526,9090,"283,140,199,3,250,250,250,235,147"
12527,2627,"8,206"
12528,4862,"200,200,229"
12529,2066,77
12530,8775,"234,234"
12531,4688,"185,185"
12532,2544,"113,106"
12533,8802,"165,47,14,68,115,151"
12534,2660,138
12535,613,27
12536,11367,"22,234,97,226,230,230,180,275"
12537,11027,"225,12,12,115"
12538,8818,180
12539,640,"45,158"
12540,4738,49
12541,6788,"80,274,195,39"
12542,4745,"62,274,169"
12543,2699,"165,165,165,12"
12544,2713,"218,118"
12545,2718,"167,166,146,262,192"
12546,2844,"3,3"
12547,4777,92
12548,2737,"142,56"
12549,4787,48
12550,692,"80,4,4,4,39,264,195,8,9"
12551,694,"13,13"
12552,4934,18
12553,11481,22
12554,705,"24,287,12,207,3"
12555,11413,278
12556,5580,"3,3,16"
12557,6856,"22,151,151,4,4,4"
12558,10954,"48,54,54,120,120"
12559,715,"98,113,90"
12560,10956,"25,1"
12561,10958,"201,244,180,10,32,2,244,96,244,293"
12562,10960,"223,223"
12563,10961,"5,5"
12564,1116,141
12565,4935,"267,217"
12566,10969,275
12567,2071,267
12568,733,53
12569,10978,"50,50,229,106"
12570,11388,131
12571,10983,"229,25,279,279"
12572,10984,"43,17,199,199,183"
12573,10985,"46,43,43,197"
12574,10986,"151,16,78,65,178,178,178,27"
12575,10988,"134,12,12,114,262,50,102,102"
12576,10989,"7,7,7"
12577,10990,"237,152,43,43,197,29,299"
12578,10991,"10,253,253,253,266,266,74,134,142"
12579,2801,"217,3"
12580,10994,"193,232,197"
12581,10995,"266,79,45,8,77,94"
12582,10996,"14,14"
12583,10997,"125,232,20,180,41,41,41,61,22,232"
12584,6903,"143,187,187"
12585,761,"3,3,153"
12586,11003,"102,25,191,191,294"
12587,11004,"10,14,68,37,63,63,97,97,39"
12588,11005,"145,158,77,77,235,235,235,14"
12589,11006,197
12590,11008,199
12591,11009,"190,190,183,65,65"
12592,11010,142
12593,11011,"229,229,148"
12594,11012,"106,106"
12595,11014,217
12596,11015,"216,252"
12597,11016,"79,177,52,91,76"
12598,11017,"47,41"
12599,778,"48,149,182,182,182"
12600,6923,107
12601,11021,"100,3,3"
12602,11022,300
12603,4879,"264,255"
12604,11025,"27,58,134,52,102"
12605,11026,"142,45"
12606,4883,"210,76,76"
12607,11396,141
12608,11029,72
12609,11030,"284,29,211,211,211,115"
12610,11031,"9,3,53,68,115"
12611,4570,138
12612,2841,"131,283,283,283,47,124,124,121"
12613,11034,78
12614,11035,"232,115,43,95"
12615,11036,"8,258"
12616,6942,"234,154,157,141,169,169"
12617,11039,"9,9,39,197"
12618,11041,"247,78"
12619,11042,"14,89,43,7,7"
12620,11043,"78,45"
12621,11044,"43,20,20"
12622,11045,"50,50,86,95,146,220,38,38,38,274"
12623,11046,"36,63,219,236"
12624,809,"2,18"
12625,11050,2
12626,811,"7,7"
12627,2860,"183,98"
12628,11054,21
12629,11055,"153,153"
12630,11056,"17,21,181"
12631,11058,"122,57,206,53,53,53"
12632,6964,"285,285,285,45,12,171"
12633,11061,"24,24"
12634,11062,"59,27"
12635,11064,"88,258,3,3"
12636,11065,"230,22"
12637,11066,"20,5,5,5,107"
12638,11068,"285,285,285"
12639,11069,"47,47,47,217"
12640,11071,"131,10,87,98"
12641,11073,"152,52,279"
12642,11074,"206,212,114"
12643,11075,"9,49,115,262,225"
12644,11076,"7,7,7,117,71"
12645,11077,78
12646,11078,"252,8,8,116,116,116"
12647,11079,"232,89,27"
12648,11081,"181,21,21"
12649,11083,118
12650,11084,"77,77,242"
12651,11085,"3,126,20,78"
12652,11088,225
12653,11090,27
12654,11091,"100,16"
12655,11092,"3,116,116,264,22"
12656,11093,"48,20,107"
12657,11095,"93,298"
12658,11096,182
12659,11097,"144,144"
12660,11099,"80,39,3,56,62"
12661,11100,193
12662,11101,"48,228,50,50,50"
12663,11102,53
12664,11103,"154,67,266"
12665,11104,85
12666,11105,"159,102,115,225"
12667,11107,147
12668,11108,"94,238,148,283"
12669,11110,"274,107,48,150,56"
12670,11111,"45,9,16,3"
12671,11112,"232,232,232,5,102"
12672,11114,"93,93"
12673,11115,"60,60,28"
12674,5608,"173,74,52,8,22,285,285,61,153,118"
12675,11117,"48,14,16,20,46"
12676,11118,"75,27"
12677,11119,"175,241"
12678,11120,"10,4,4,4,283"
12679,11123,"78,248,248"
12680,7029,"21,147"
12681,11126,"46,26,238"
12682,11128,3
12683,11129,"124,106,89"
12684,11130,"79,98,22,22"
12685,11133,"282,43,66,32,32"
12686,11134,"43,43,100"
12687,11136,"27,83,83"
12688,11137,"160,106,22,153"
12689,898,"30,285,24,247"
12690,11139,"127,127"
12691,11140,"223,154"
12692,11141,"8,57,57,241,241,106"
12693,902,"94,94,103"
12694,11144,"3,3"
12695,11146,"127,37,262,262,9"
12696,11149,"146,27"
12697,11150,"146,146,146,143,68,68,223,183,266"
12698,11152,"16,35,35,35,7"
12699,11154,"22,169"
12700,11155,13
12701,11158,"20,20,20"
12702,11161,55
12703,11162,"5,117"
12704,11163,"202,77"
12705,11165,"12,12"
12706,11166,"14,266,266"
12707,11167,"220,257"
12708,11168,283
12709,11169,176
12710,11172,110
12711,11173,153
12712,11175,"88,88"
12713,11176,"196,163"
12714,11178,"174,20"
12715,11179,"278,221,5"
12716,11180,"266,255,3,235"
12717,11181,"88,88"
12718,11184,"45,3"
12719,11185,"102,5"
12720,11186,"123,123"
12721,11187,116
12722,11188,"124,26,283,81,284,212,192,250"
12723,11189,"54,54,1"
12724,11190,"78,218,218,192"
12725,11191,"20,20,116,116,22"
12726,11192,"92,92,42,42,42"
12727,11193,229
12728,11194,"206,206"
12729,11195,194
12730,11196,"22,19"
12731,957,223
12732,11198,153
12733,11199,"142,31"
12734,11200,"71,189,53,126"
12735,11202,"295,295,295"
12736,11206,"291,207,61,164,151,26"
12737,11207,"25,141,5"
12738,11208,3
12739,11209,"71,63,176,176"
12740,11211,"116,167"
12741,11212,18
12742,11213,101
12743,11215,"7,7,7,62,22"
12744,11216,"95,123,123,123,284,26,26,241,241"
12745,11217,"100,100"
12746,11218,"108,30,158,223,291,24"
12747,11219,123
12748,11222,"10,220,138,138"
12749,11223,127
12750,11226,"47,165"
12751,11227,"9,195,49,37,37,37,45"
12752,11229,"157,20"
12753,11233,"43,43,44"
12754,11234,"19,228"
12755,11235,"11,11,133,133,133,65,65,65"
12756,11238,"19,19,19"
12757,11240,"9,111"
12758,11241,87
12759,11242,79
12760,11244,264
12761,11247,"78,8"
12762,11248,"117,117"
12763,11249,149
12764,11251,"7,7"
12765,11252,"228,146,146"
12766,11254,"154,106,229"
12767,11255,"166,45,13,78"
12768,11258,257
12769,11259,"136,111,111,111"
12770,11263,17
12771,11264,"36,36,36,150,2"
12772,11265,134
12773,11268,"106,9,9,274,154"
12774,11269,"69,21,199,8,69,8,54,54,8,173"
12775,11270,"210,210,121,121"
12776,11271,"39,9,247,80,28,28,278,28,247,9"
12777,11272,"9,66,128,262,181,164,65"
12778,11275,"42,42,42,18,43,36,36,36,14,152"
12779,11276,106
12780,11277,"154,196,264"
12781,11279,"50,3,10,235"
12782,11284,"153,138"
12783,11288,"232,22"
12784,11289,270
12785,11291,"88,88,88"
12786,11293,259
12787,11294,17
12788,11296,46
12789,11297,"79,79"
12790,11300,41
12791,11301,"11,11,43"
12792,11303,63
12793,11304,283
12794,11305,"114,114,114,252,144"
12795,11306,233
12796,11307,"78,10,10,22"
12797,5164,"79,92"
12798,11309,"110,1,13"
12799,11310,22
12800,11313,91
12801,11314,"151,2,2"
12802,11315,"146,22,45,20,192,170,276,259,276,170"
12803,11316,"24,247,247,247,32,285,285"
12804,11317,98
12805,11318,"193,57,101,116,282"
12806,11319,"180,38,38,38"
12807,11320,"10,10"
12808,11322,270
12809,11323,"22,79,203,48"
12810,11324,22
12811,3133,"144,277,82"
12812,11326,"71,71,134,134,10,29,143,243,243,243"
12813,11328,"189,117"
12814,11330,"97,223,223,36"
12815,11332,"70,70"
12816,11334,"20,20,20"
12817,11337,"77,77,77"
12818,11338,"79,151,148,138"
12819,11339,"46,79"
12820,11340,"7,7,8"
12821,11341,"10,94"
12822,11343,"101,78"
12823,11344,18
12824,11345,"18,77,173"
12825,11346,3
12826,11347,253
12827,11348,183
12828,11351,"95,20,20"
12829,11354,"8,5,206"
12830,11357,"171,3,3"
12831,11358,"64,64,64"
12832,11361,"26,26"
12833,5218,"283,283"
12834,11364,162
12835,11365,26
12836,11366,"157,157,65,65,275"
12837,11368,"95,10,300"
12838,1129,"138,87,102,173,207,298"
12839,11370,"54,56"
12840,11371,"5,228,68"
12841,11372,"52,292,68"
12842,3182,"230,230,230,193,123,150,21,21,21,26"
12843,11375,"3,72"
12844,11376,"277,182,35,35,35"
12845,11377,"245,77,72,72,72,103,103,157,157,90"
12846,11381,"292,139,113,22,186,16,3"
12847,11382,106
12848,11384,55
12849,11385,"232,123,18"
12850,11387,"30,235,275"
12851,380,"142,78"
12852,11389,"72,72"
12853,11390,"185,185,75,75,75"
12854,11392,"154,3,3,3"
12855,11393,"287,133,133,133,43,18,147"
12856,11395,"235,23,162"
12857,1157,95
12858,11400,215
12859,11401,"259,43,51,102,134"
12860,877,"39,22,16,9,38,38,38"
12861,11403,5
12862,7308,"5,5"
12863,5263,176
12864,11408,"20,20,138,26"
12865,5265,"14,14,123"
12866,11412,"33,33"
12867,5269,"2,2"
12868,11415,"114,274,9,9,9,56"
12869,11416,"7,7"
12870,5274,"201,22"
12871,11419,"229,144"
12872,3228,"167,275,78"
12873,11423,"22,61"
12874,11426,"221,221"
12875,11429,"182,135,135"
12876,3041,"30,244,244,24,24,111,111,111"
12877,1191,"238,78,78,10,45,31"
12878,11433,48
12879,11436,"18,235,57"
12880,11125,"41,41"
12881,7030,"139,149,149,149,247,135,139,139,16,182"
12882,11430,297
12883,11362,"80,234"
12884,1227,"206,52"
12885,4960,93
12886,3282,"169,18"
12887,1235,"48,116"
12888,9431,"282,282,90,17"
12889,2763,"68,71,216"
12890,1245,"45,180,20,12,3,260"
12891,5349,"102,128,128,128,41,72,72"
12892,3312,"274,3"
12893,1266,53
12894,3321,"93,110,35,35,35"
12895,11138,1
12896,1298,221
12897,5398,"80,80"
12898,11142,219
12899,6728,"296,24,265,22,102,31,276,296,16,8"
12900,11145,"90,136"
12901,1335,"215,3,69,69"
12902,3385,226
12903,5685,"10,219,219"
12904,1342,"107,116,3,262,262,169,16"
12905,5439,299
12906,11237,"266,41,43,238,13,13,13"
12907,3398,"46,93"
12908,7498,47
12909,1363,"14,179,158"
12910,1365,"234,157"
12911,5466,"74,74,131"
12912,3419,10
12913,1374,"13,13,13,132,132"
12914,1377,"93,93,64,57,57"
12915,1391,"136,207,242"
12916,3446,"131,131,131"
12917,5355,"62,260"
12918,3464,81
12919,1429,"145,207,281,281,14"
12920,5531,"129,229,275,154"
12921,7580,"140,140"
12922,867,"261,18"
12923,11164,13
12924,5541,20
12925,2632,"13,13,13"
12926,5022,79
12927,3506,"287,75"
12928,3507,22
12929,245,204
12930,5566,"260,260"
12931,930,"107,18"
12932,2028,"90,142"
12933,3537,154
12934,3544,"43,136,17,8,8"
12935,5597,"267,154,41,202,202,177"
12936,3555,"17,181,192,192,267,95,146,146,146"
12937,1512,"125,81"
12938,9706,"153,86,186,262,171"
12939,1517,"16,88"
12940,2987,"20,20"
12941,5638,16
12942,1549,"233,228"
12943,943,"77,77"
12944,3614,261
12945,4017,"40,136"
12946,3619,246
12947,6532,"3,37"
12948,9139,"54,54,120,120"
12949,2996,"17,45,20,114,110,266,290,150,16,78"
12950,1589,14
12951,3652,"169,135"
12952,3653,78
12953,5048,8
12954,5711,"96,187,187,103,103"
12955,1621,"66,66,43,13,96,78,2,269,290,290"
12956,9816,"57,57,10,43,77,14,204"
12957,2851,"217,102"
12958,1629,"75,84,156"
12959,6261,"95,5,5"
12960,3006,"41,169,169,171"
12961,9847,"121,45,56"
12962,8990,"124,81"
12963,7825,96
12964,7827,78
12965,4131,"134,43,162,102"
12966,9878,77
12967,7831,8
12968,3753,"8,8"
12969,1710,"229,135"
12970,9161,"150,39,180,9"
12971,3019,"212,146,16,16"
12972,2972,"266,45"
12973,1735,"16,29"
12974,5832,22
12975,3785,"98,101"
12976,1758,"81,106"
12977,5073,"173,173,173,53,8,34,34"
12978,1766,"262,262"
12979,1769,"155,232"
12980,128,"116,39"
12981,3823,"139,68"
12982,1785,"229,47,47,154,234,116"
12983,3848,18
12984,5899,"292,52"
12985,3862,"142,138,143"
12986,5913,180
12987,5083,179
12988,5926,"181,62"
12989,1833,"67,67"
12990,3882,180
12991,8158,26
12992,1844,163
12993,5952,229
12994,5089,"57,13,13,13,98"
12995,8003,72
12996,1861,"226,180,103"
12997,5433,12
12998,2020,221
12999,8022,"152,142"
13000,8025,"254,229"
13001,3046,"47,250,250,250"
13002,1899,"193,204"
13003,10102,"14,14,7"
13004,1917,5
13005,1004,121
13006,8069,"10,53,281,281"
13007,10118,"237,237,237"
13008,8074,153
13009,3985,154
13010,4761,91
13011,8084,"20,67,13"
13012,1007,"114,7,155"
13013,1946,"187,187,268,103,103,103"
13014,4000,"38,38,38,31"
13015,4976,"233,10,98"
13016,5447,"229,22,106,125,16"
13017,8105,"78,174,174,174,210,1,1,1"
13018,1963,13
13019,4083,"84,83"
13020,8113,"43,43,94,94"
13021,2914,163
13022,4031,267
13023,3063,"48,48,48"
13024,4039,"48,3,3,18,18"
13025,6629,16
13026,4042,"142,258,110,110,134,114,115"
13027,10187,"10,46"
13028,1022,196
13029,6095,"148,86,188,188,165,47,186,275"
13030,2009,"209,97,184,262,19,19"
13031,10203,"173,45,45,45,180,170,170,170"
13032,6110,"51,100"
13033,2018,5
13034,8163,10
13035,11260,"142,118"
13036,11116,77
13037,4079,207
13038,5388,243
13039,6138,"142,18"
13040,2,152
13041,4781,"56,56,54,54"
13042,11,102
13043,13,"241,193,174,174"
13044,8206,"131,131,43"
13045,26,"19,19,19,260,260,158"
13046,10203,"170,170,170,190,57,230,230,230,3,193"
13047,35,18
13048,8229,"21,226,90"
13049,8239,"51,161,138,31,110,110"
13050,49,116
13051,4155,110
13052,4156,"7,7"
13053,62,18
13054,70,"280,265"
13055,4170,"114,275"
13056,7797,"138,16"
13057,4189,"125,124,81"
13058,4193,269
13059,102,275
13060,4203,"155,155"
13061,8301,14
13062,110,"184,184,139,149,149,149,68"
13063,120,"234,7,7"
13064,7370,156
13065,127,3
13066,4225,108
13067,4233,"20,20,40,40,40,153,153,14"
13068,138,"182,182"
13069,8331,"262,116,78,66"
13070,144,"12,274,62"
13071,149,"2,2"
13072,8344,100
13073,4249,"2,157,47"
13074,163,"110,98"
13075,182,"43,8,8,10,206,69,69,69"
13076,184,"142,149,149"
13077,191,"13,13"
13078,11638,183
13079,196,"227,21,51,18,18"
13080,197,"89,148,259,45,45,83,83,102"
13081,214,"142,297"
13082,216,232
13083,4320,107
13084,235,"89,142"
13085,241,"149,149,98,171"
13086,4345,"244,244,246,35,35,35,16,21"
13087,4347,257
13088,252,"78,282"
13089,279,110
13090,280,"116,116,242,167"
13091,4144,"282,18,136"
13092,295,154
13093,4392,"35,98"
13094,310,"97,180"
13095,8507,"127,180"
13096,325,"3,3,3"
13097,331,"102,50,50"
13098,8529,298
13099,338,98
13100,11663,"136,90,54,96,96,4,4,4"
13101,4445,"19,210"
13102,3473,"170,170,170"
13103,5522,"13,27,27,27,220"
13104,3475,"22,232"
13105,11668,"55,55,16"
13106,373,"8,8,162,162"
13107,376,66
13108,377,"125,89,82,284,269,48"
13109,4499,"89,89"
13110,406,"5,171"
13111,408,142
13112,412,"56,56"
13113,413,95
13114,4510,"106,140,140,114,114"
13115,8262,251
13116,419,"2,2,2,96,77,77"
13117,8617,"206,125,276,98,6,6"
13118,8621,"77,77,77,17,151,299,79,3,3,190"
13119,8622,52
13120,4528,"295,295,125,11"
13121,11680,92
13122,446,"88,88"
13123,4546,287
13124,456,257
13125,4556,"21,193"
13126,12155,"234,234"
13127,4561,"111,111,244,244,244,114"
13128,4565,"90,18,48,228,168,154"
13129,4567,114
13130,4590,"232,2"
13131,4596,"38,38,38,9,9,9,3,79"
13132,518,"136,173,21,176"
13133,1454,"174,174,174,83,83,83,230,45"
13134,8730,"72,72"
13135,8736,"22,2,266"
13136,546,"243,20"
13137,556,"77,14,232,197"
13138,561,"124,124,124,33"
13139,4667,"20,54,35,127,264,120,35,120,35,116"
13140,3839,"270,270,298"
13141,4686,"95,94,94,122,122,122,57,57"
13142,8783,"276,163,174,174,174,180"
13143,4692,"176,122,122,150,150,260,206,102,10,144"
13144,4694,232
13145,11614,"27,27,8"
13146,8793,"72,72"
13147,8830,"300,300"
13148,8839,"47,47"
13149,8843,"22,158,78,53,53,53,18"
13150,4206,"67,98,138"
13151,8850,142
13152,8862,206
13153,685,"154,45,110"
13154,690,81
13155,692,"3,228"
13156,698,"264,264,264,3,13"
13157,4801,"155,155,64,43,261"
13158,713,58
13159,4810,183
13160,720,242
13161,727,"48,49,2,102,80,3,39"
13162,8922,"114,114,114,95"
13163,11728,72
13164,8931,"144,144,95"
13165,4847,"35,35,35,204,266"
13166,8955,154
13167,765,48
13168,769,"77,154"
13169,3709,"242,242"
13170,4867,"171,171"
13171,779,"134,7,7,51"
13172,11620,3
13173,11893,"146,269"
13174,791,"3,18"
13175,3547,"151,63,26"
13176,801,"91,116,24,24,24"
13177,809,242
13178,4916,18
13179,12167,"43,155,5"
13180,9016,141
13181,7530,173
13182,834,"225,123,123,69,69"
13183,4936,174
13184,11895,"53,53,281,77,77,257,69,77,257,281"
13185,3712,"258,135,2,135,89,9,9,98,9,22"
13186,7654,"14,66,258,284,284,281"
13187,9073,62
13188,11753,33
13189,886,"34,183"
13190,890,"43,63"
13191,11755,"4,4,4"
13192,901,81
13193,5003,"216,57"
13194,4248,"229,37,37,3,9,142,110"
13195,9104,"166,18"
13196,9106,"284,79"
13197,5014,125
13198,4250,"275,275,4,4,4,57,57"
13199,924,125
13200,3305,16
13201,3569,"150,125"
13202,951,193
13203,9152,"13,241"
13204,9154,67
13205,967,154
13206,972,"14,14"
13207,9167,"184,184,142"
13208,979,"98,295"
13209,5076,"200,13,212,264,278,250"
13210,9173,"282,85,85"
13211,11772,"102,134,78"
13212,9190,"135,135,135,218"
13213,1000,"52,37,37,37,14,14,195,168,20,20"
13214,1030,"3,229"
13215,7946,"18,226"
13216,9231,"17,111,111,20"
13217,1044,"199,7,7"
13218,1048,"17,244,3,216"
13219,5145,"245,193"
13220,1054,211
13221,11782,106
13222,9255,7
13223,1066,"147,233"
13224,1085,"176,28"
13225,5187,"142,72,14"
13226,1094,"173,3,3,257"
13227,1095,"95,57"
13228,5193,"79,252"
13229,1101,"114,16,153"
13230,9297,130
13231,9298,"106,107,107,48,48"
13232,1108,"102,254,254,283,206"
13233,1115,210
13234,5649,234
13235,1154,53
13236,1161,"70,70,3,3"
13237,1167,114
13238,5266,"31,31,31"
13239,1172,"192,192,192"
13240,1175,"149,149"
13241,1188,235
13242,1200,"21,114,212,212,276,276"
13243,5305,"299,163,163,229,2,48"
13244,5308,"138,21,266,162"
13245,11809,"90,282"
13246,5317,"80,39,116,37,3"
13247,1222,"55,55,55"
13248,1233,"10,10,145"
13249,1245,"101,101"
13250,11814,"35,35,35,217"
13251,9441,"134,52,78,46"
13252,1256,110
13253,5362,96
13254,12148,"135,129,7,107"
13255,5372,44
13256,1284,153
13257,1285,43
13258,1286,"72,72,72"
13259,9479,"53,53,210,177,218,218,218"
13260,1291,"27,27"
13261,9489,"252,3,300"
13262,1308,"291,150"
13263,1315,"39,37,37"
13264,5429,"18,57"
13265,9526,"241,52"
13266,1335,3
13267,1364,"162,203,8"
13268,5464,"138,106,106"
13269,1376,"48,210"
13270,9577,"18,222,269,269,264,131,3"
13271,7060,"63,98,252"
13272,11839,"43,71,68,75,75"
13273,1405,"149,149,149"
13274,9607,"18,171,171"
13275,3650,"29,131,2,66,254,254"
13276,1424,"93,93"
13277,1426,"191,110,171"
13278,5523,"295,138,20,37"
